qid,term,topic,subtopic,difficulty,questiontype,parentid,orderinparent,questiontext,optiona,optionb,optionc,optiond,correctanswer,hint,detailedsolution,imagelocation,tags,engine_type,mode,json_reference,model_url,has_hotspots,wordbank,question_score,full_json_content,filename,folder
07-005_Q3,T1,Equal Sets,Quest 7-005: Equating Sets,E,Simulation,,3,How many pupils in the class altogether?,,,,,,Sum all parts: 24 + 4 + 24.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-005.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Equal Sets"",   ""variantTitle"": ""Quest 7-005: Equating Sets"",   ""sets"": {     ""A"": { ""label"": ""L"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""E"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""5m+4""],     ""center"": [""m""],     ""right"": [""3m+12""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",       ""expected_x"": 4,       ""prompt"": ""If <span style='color:#9333ea'>n(L)</span> = <span style='color:#db2777'>n(E)</span>, find <b>m</b>."",       ""hint"": ""(5m+4) + m = m + (3m+12). Simplify to 6m+4 = 4m+12.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""left_only"",       ""x_val"": 4,       ""expression"": ""5m + 4"",       ""prompt"": ""How many speak <span style='color:#9333ea'>Luganda only</span>?"",       ""hint"": ""5(4) + 4""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""x_val"": 4,       ""prompt"": ""How many pupils in the class <b>altogether</b>?"",       ""hint"": ""Sum all parts: 24 + 4 + 24.""     }   ] }",07-005.json,quest_07_solving_for_unknowns
07-006_Q1,T1,Equal Sets Algebra,Quest 7-005: Equal Sets,E,Simulation,,1,"If n(L) = n(E), find m.",,,,,,n(L) = n(E) implies (5m+4) + m = m + (3m+12).,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-006.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Equal Sets Algebra"",   ""variantTitle"": ""Quest 7-005: Equal Sets"",   ""sets"": {     ""A"": { ""label"": ""L"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""E"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""5m+4""],     ""center"": [""m""],     ""right"": [""3m+12""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",       ""expected_x"": 4,       ""prompt"": ""If <span style='color:#9333ea'>n(L)</span> = <span style='color:#db2777'>n(E)</span>, find <b>m</b>."",       ""hint"": ""n(L) = n(E) implies (5m+4) + m = m + (3m+12).""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""left_only"",       ""x_val"": 4,       ""expression"": ""5m + 4"",       ""prompt"": ""How many speak <span style='color:#9333ea'>Luganda only</span>?"",       ""hint"": ""Substitute m=4 into 5m + 4.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""x_val"": 4,       ""prompt"": ""How many pupils in the class <b>altogether</b>?"",       ""hint"": ""Sum all three regions using m=4.""     }   ] }",07-006.json,quest_07_solving_for_unknowns
07-006_Q2,T1,Equal Sets Algebra,Quest 7-005: Equal Sets,E,Simulation,,2,How many speak Luganda only?,,,,,,Substitute m=4 into 5m + 4.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-006.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Equal Sets Algebra"",   ""variantTitle"": ""Quest 7-005: Equal Sets"",   ""sets"": {     ""A"": { ""label"": ""L"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""E"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""5m+4""],     ""center"": [""m""],     ""right"": [""3m+12""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",       ""expected_x"": 4,       ""prompt"": ""If <span style='color:#9333ea'>n(L)</span> = <span style='color:#db2777'>n(E)</span>, find <b>m</b>."",       ""hint"": ""n(L) = n(E) implies (5m+4) + m = m + (3m+12).""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""left_only"",       ""x_val"": 4,       ""expression"": ""5m + 4"",       ""prompt"": ""How many speak <span style='color:#9333ea'>Luganda only</span>?"",       ""hint"": ""Substitute m=4 into 5m + 4.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""x_val"": 4,       ""prompt"": ""How many pupils in the class <b>altogether</b>?"",       ""hint"": ""Sum all three regions using m=4.""     }   ] }",07-006.json,quest_07_solving_for_unknowns
07-006_Q3,T1,Equal Sets Algebra,Quest 7-005: Equal Sets,E,Simulation,,3,How many pupils in the class altogether?,,,,,,Sum all three regions using m=4.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-006.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Equal Sets Algebra"",   ""variantTitle"": ""Quest 7-005: Equal Sets"",   ""sets"": {     ""A"": { ""label"": ""L"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""E"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""5m+4""],     ""center"": [""m""],     ""right"": [""3m+12""],     ""outside"": []   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",       ""expected_x"": 4,       ""prompt"": ""If <span style='color:#9333ea'>n(L)</span> = <span style='color:#db2777'>n(E)</span>, find <b>m</b>."",       ""hint"": ""n(L) = n(E) implies (5m+4) + m = m + (3m+12).""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""left_only"",       ""x_val"": 4,       ""expression"": ""5m + 4"",       ""prompt"": ""How many speak <span style='color:#9333ea'>Luganda only</span>?"",       ""hint"": ""Substitute m=4 into 5m + 4.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""x_val"": 4,       ""prompt"": ""How many pupils in the class <b>altogether</b>?"",       ""hint"": ""Sum all three regions using m=4.""     }   ] }",07-006.json,quest_07_solving_for_unknowns
07-007_Q1,T1,Equal Regions Algebra,Quest 7-006: Music Festival,E,Simulation,,1,"Total = 55. Singers only = 20, Drummers only = 15. Both equal Neither. Fill the diagram.",,,,,,,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-007.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Equal Regions Algebra"",   ""variantTitle"": ""Quest 7-006: Music Festival"",   ""sets"": { ""A"": { ""label"": ""S"", ""color"": ""#2563eb"" }, ""B"": { ""label"": ""D"", ""color"": ""#e11d48"" } },   ""zones"": { ""left"": [""20""], ""center"": [""x""], ""right"": [""15""], ""outside"": [""x""] },   ""questions"": [     {       ""interaction"": ""DIAGRAM_FILL"",       ""prompt"": ""Total = 55. Singers only = 20, Drummers only = 15. <br><b>Both</b> equal <b>Neither</b>. Fill the diagram."",       ""inputs"": [         { ""region"": ""left"", ""expected"": ""20"" },         { ""region"": ""right"", ""expected"": ""15"" },         { ""region"": ""outside"", ""expected"": ""x"" }       ]     },     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",       ""equation_target"": 55,       ""expected_x"": 10,       ""prompt"": ""Find value of <b>x</b> (Both)."",       ""hint"": ""20 + x + 15 + x = 55. So 2x + 35 = 55.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""left_total"",       ""x_val"": 10,       ""prompt"": ""How many students are <b>Singers</b> in total?"",       ""hint"": ""Singers Only (20) + Both (10).""     }   ] }",07-007.json,quest_07_solving_for_unknowns
07-007_Q2,T1,Equal Regions Algebra,Quest 7-006: Music Festival,E,Simulation,,2,Find value of x (Both).,,,,,,20 + x + 15 + x = 55. So 2x + 35 = 55.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-007.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Equal Regions Algebra"",   ""variantTitle"": ""Quest 7-006: Music Festival"",   ""sets"": { ""A"": { ""label"": ""S"", ""color"": ""#2563eb"" }, ""B"": { ""label"": ""D"", ""color"": ""#e11d48"" } },   ""zones"": { ""left"": [""20""], ""center"": [""x""], ""right"": [""15""], ""outside"": [""x""] },   ""questions"": [     {       ""interaction"": ""DIAGRAM_FILL"",       ""prompt"": ""Total = 55. Singers only = 20, Drummers only = 15. <br><b>Both</b> equal <b>Neither</b>. Fill the diagram."",       ""inputs"": [         { ""region"": ""left"", ""expected"": ""20"" },         { ""region"": ""right"", ""expected"": ""15"" },         { ""region"": ""outside"", ""expected"": ""x"" }       ]     },     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",       ""equation_target"": 55,       ""expected_x"": 10,       ""prompt"": ""Find value of <b>x</b> (Both)."",       ""hint"": ""20 + x + 15 + x = 55. So 2x + 35 = 55.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""left_total"",       ""x_val"": 10,       ""prompt"": ""How many students are <b>Singers</b> in total?"",       ""hint"": ""Singers Only (20) + Both (10).""     }   ] }",07-007.json,quest_07_solving_for_unknowns
07-007_Q3,T1,Equal Regions Algebra,Quest 7-006: Music Festival,E,Simulation,,3,How many students are Singers in total?,,,,,,Singers Only (20) + Both (10).,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-007.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Equal Regions Algebra"",   ""variantTitle"": ""Quest 7-006: Music Festival"",   ""sets"": { ""A"": { ""label"": ""S"", ""color"": ""#2563eb"" }, ""B"": { ""label"": ""D"", ""color"": ""#e11d48"" } },   ""zones"": { ""left"": [""20""], ""center"": [""x""], ""right"": [""15""], ""outside"": [""x""] },   ""questions"": [     {       ""interaction"": ""DIAGRAM_FILL"",       ""prompt"": ""Total = 55. Singers only = 20, Drummers only = 15. <br><b>Both</b> equal <b>Neither</b>. Fill the diagram."",       ""inputs"": [         { ""region"": ""left"", ""expected"": ""20"" },         { ""region"": ""right"", ""expected"": ""15"" },         { ""region"": ""outside"", ""expected"": ""x"" }       ]     },     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",       ""equation_target"": 55,       ""expected_x"": 10,       ""prompt"": ""Find value of <b>x</b> (Both)."",       ""hint"": ""20 + x + 15 + x = 55. So 2x + 35 = 55.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""left_total"",       ""x_val"": 10,       ""prompt"": ""How many students are <b>Singers</b> in total?"",       ""hint"": ""Singers Only (20) + Both (10).""     }   ] }",07-007.json,quest_07_solving_for_unknowns
07-008_Q1,T1,Finding Totals,Quest 7-007: Market Day,E,Simulation,,1,"Given n(P) = 29, find y.",,,,,,(y + 5) + y = 29 -> 2y = 24.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-008.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Finding Totals"",   ""variantTitle"": ""Quest 7-007: Market Day"",   ""sets"": { ""A"": { ""label"": ""P"", ""color"": ""#f59e0b"" }, ""B"": { ""label"": ""M"", ""color"": ""#10b981"" } },   ""zones"": { ""left"": [""y+5""], ""center"": [""y""], ""right"": [""10""], ""outside"": [""0""] },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""left_total"",       ""equation_target"": 29,       ""expected_x"": 12,       ""prompt"": ""Given n(P) = 29, find <b>y</b>."",       ""hint"": ""(y + 5) + y = 29 -> 2y = 24.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""x_val"": 12,       ""prompt"": ""Find the <b>Total People</b> in the market."",       ""hint"": ""Sum all regions using y=12: (17) + (12) + (10).""     }   ] }",07-008.json,quest_07_solving_for_unknowns
07-008_Q2,T1,Finding Totals,Quest 7-007: Market Day,E,Simulation,,2,Find the Total People in the market.,,,,,,Sum all regions using y=12: (17) + (12) + (10).,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-008.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Finding Totals"",   ""variantTitle"": ""Quest 7-007: Market Day"",   ""sets"": { ""A"": { ""label"": ""P"", ""color"": ""#f59e0b"" }, ""B"": { ""label"": ""M"", ""color"": ""#10b981"" } },   ""zones"": { ""left"": [""y+5""], ""center"": [""y""], ""right"": [""10""], ""outside"": [""0""] },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""left_total"",       ""equation_target"": 29,       ""expected_x"": 12,       ""prompt"": ""Given n(P) = 29, find <b>y</b>."",       ""hint"": ""(y + 5) + y = 29 -> 2y = 24.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""union"",       ""x_val"": 12,       ""prompt"": ""Find the <b>Total People</b> in the market."",       ""hint"": ""Sum all regions using y=12: (17) + (12) + (10).""     }   ] }",07-008.json,quest_07_solving_for_unknowns
07-009_Q1,T1,Algebraic Ratios,Quest 7-008: Sports Ratios,E,Simulation,,1,"Total = 90. n(F)=2x, n(R)=x. Both=10. Find x.",,,,,,(2x-10) + 10 + (x-10) + 10 = 90 -> 3x = 90,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-009.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Algebraic Ratios"",   ""variantTitle"": ""Quest 7-008: Sports Ratios"",   ""sets"": { ""A"": { ""label"": ""F (2x)"", ""color"": ""#ef4444"" }, ""B"": { ""label"": ""R (x)"", ""color"": ""#f59e0b"" } },   ""zones"": { ""left"": [""2x-10""], ""center"": [""10""], ""right"": [""x-10""], ""outside"": [""10""] },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",       ""equation_target"": 90,       ""expected_x"": 30,       ""prompt"": ""Total = 90. n(F)=2x, n(R)=x. Both=10. Find <b>x</b>."",       ""hint"": ""(2x-10) + 10 + (x-10) + 10 = 90 -> 3x = 90""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""left_total"",       ""x_val"": 30,       ""prompt"": ""Find Total Footballers."",       ""hint"": ""n(F) = 2x = 2(30) = 60.""     }   ] }",07-009.json,quest_07_solving_for_unknowns
07-009_Q2,T1,Algebraic Ratios,Quest 7-008: Sports Ratios,E,Simulation,,2,Find Total Footballers.,,,,,,n(F) = 2x = 2(30) = 60.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-009.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Algebraic Ratios"",   ""variantTitle"": ""Quest 7-008: Sports Ratios"",   ""sets"": { ""A"": { ""label"": ""F (2x)"", ""color"": ""#ef4444"" }, ""B"": { ""label"": ""R (x)"", ""color"": ""#f59e0b"" } },   ""zones"": { ""left"": [""2x-10""], ""center"": [""10""], ""right"": [""x-10""], ""outside"": [""10""] },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",       ""equation_target"": 90,       ""expected_x"": 30,       ""prompt"": ""Total = 90. n(F)=2x, n(R)=x. Both=10. Find <b>x</b>."",       ""hint"": ""(2x-10) + 10 + (x-10) + 10 = 90 -> 3x = 90""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""left_total"",       ""x_val"": 30,       ""prompt"": ""Find Total Footballers."",       ""hint"": ""n(F) = 2x = 2(30) = 60.""     }   ] }",07-009.json,quest_07_solving_for_unknowns
07-010_Q1,T1,Algebraic Ratios,Quest 7-009: Book Sale,E,Simulation,,1,Phase 1: F-only is twice N-only (y). Both=10. Outside=10.,,,,,,,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-010.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Algebraic Ratios"",   ""variantTitle"": ""Quest 7-009: Book Sale"",   ""sets"": { ""A"": { ""label"": ""F"", ""color"": ""#16a34a"" }, ""B"": { ""label"": ""N"", ""color"": ""#ea580c"" } },   ""zones"": { ""left"": [""2y""], ""center"": [""10""], ""right"": [""y""], ""outside"": [""10""] },   ""questions"": [     {       ""interaction"": ""DIAGRAM_FILL"",       ""prompt"": ""<b>Phase 1:</b> F-only is twice N-only (y). Both=10. Outside=10."",       ""inputs"": [         { ""region"": ""left"", ""expected"": ""2y"" },         { ""region"": ""right"", ""expected"": ""y"" },         { ""region"": ""center"", ""expected"": ""10"" }       ]     },     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",       ""equation_target"": 80,       ""expected_x"": 20,       ""prompt"": ""<b>Phase 2:</b> Total books = 80. Find <b>y</b>."",       ""hint"": ""2y + 10 + y + 10 = 80 -> 3y = 60""     }   ] }",07-010.json,quest_07_solving_for_unknowns
07-010_Q2,T1,Algebraic Ratios,Quest 7-009: Book Sale,E,Simulation,,2,Phase 2: Total books = 80. Find y.,,,,,,2y + 10 + y + 10 = 80 -> 3y = 60,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-010.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Algebraic Ratios"",   ""variantTitle"": ""Quest 7-009: Book Sale"",   ""sets"": { ""A"": { ""label"": ""F"", ""color"": ""#16a34a"" }, ""B"": { ""label"": ""N"", ""color"": ""#ea580c"" } },   ""zones"": { ""left"": [""2y""], ""center"": [""10""], ""right"": [""y""], ""outside"": [""10""] },   ""questions"": [     {       ""interaction"": ""DIAGRAM_FILL"",       ""prompt"": ""<b>Phase 1:</b> F-only is twice N-only (y). Both=10. Outside=10."",       ""inputs"": [         { ""region"": ""left"", ""expected"": ""2y"" },         { ""region"": ""right"", ""expected"": ""y"" },         { ""region"": ""center"", ""expected"": ""10"" }       ]     },     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""union"",       ""equation_target"": 80,       ""expected_x"": 20,       ""prompt"": ""<b>Phase 2:</b> Total books = 80. Find <b>y</b>."",       ""hint"": ""2y + 10 + y + 10 = 80 -> 3y = 60""     }   ] }",07-010.json,quest_07_solving_for_unknowns
07-011_Q1,T1,Complex Algebra,Quest 7-006: Sports Algebra,E,Simulation,,1,"If 21 pupils play only one game, find h.",,,,,,(3h+1) + (h-4) = 21. Simplify: 4h - 3 = 21.,,,[],SET_THEORY,quiz,content/math/set_theory/quest_07_solving_for_unknowns/07-011.json,,No,,5,"{   ""engineType"": ""SET_THEORY"",   ""mode"": ""quiz"",   ""subject"": ""MATH"",   ""topic"": ""Complex Algebra"",   ""variantTitle"": ""Quest 7-006: Sports Algebra"",   ""sets"": {     ""A"": { ""label"": ""B"", ""color"": ""#9333ea"" },     ""B"": { ""label"": ""N"", ""color"": ""#db2777"" }   },   ""zones"": {     ""left"": [""3h+1""],     ""center"": [""2h""],     ""right"": [""h-4""],     ""outside"": [""h+2""]   },   ""questions"": [     {       ""type"": ""ALGEBRA_SOLVE"",       ""targetRegion"": ""symmetric_difference"",       ""equation_target"": 21,       ""expected_x"": 6,       ""prompt"": ""If <b>21 pupils</b> play <b>only one</b> game, find <b>h</b>."",       ""hint"": ""(3h+1) + (h-4) = 21. Simplify: 4h - 3 = 21.""     },     {       ""retain_visuals"": true,       ""type"": ""COUNT_SUM"",       ""targetRegion"": ""right_total"",       ""x_val"": 6,       ""prompt"": ""How many play <span style='color:#db2777'>Netball</span> altogether?"",       ""hint"": ""Intersection (2h) + Right Only (h-4). 12 + 2 = 14.""     },     {       ""retain_visuals"": true,       ""type"": ""ALGEBRA_SUBSTITUTE"",       ""targetRegion"": ""universal_only"",       ""x_val"": 6,       ""expression"": ""3h+1 + h+2"",        ""prompt"": ""How many pupils do <span style='color:#ef4444'>NOT</span> play Netball?"",       ""hint"": ""(B Only) + (Outside). 19 + 8 = 27.""     }   ] }",07-011.json,quest_07_solving_for_unknowns
