qid,term,topic,subtopic,difficulty,questiontype,parentid,orderinparent,questiontext,optiona,optionb,optionc,optiond,correctanswer,hint,detailedsolution,imagelocation,tags,enginetypesim,modesim,filepathsim,filenamesim
SCI-P7-T1-00514,T1,Musculo-Skeletal System,pivot_and_gliding,M,MCQ,null,null,Wrist and ankle joints are examples of?,Immovable joints,Movable joints,Fixed joints,Sutures,Option_B,They allow movement.,Both are types of movable (synovial) joints.,,"[""P7"",""Science"",""Joints""]",,,,
SCI-P7-T1-00515,T1,Musculo-Skeletal System,pivot_and_gliding,H,MCQ,null,null,What structure allows the rotational movement of the neck?,The ribs,A ring formed by the other bone,The jaw,The sternum,Option_B,Check the Pivot joint definition.,One bone spins inside a bony ring formed by the other.,,"[""P7"",""Science"",""Structure""]",,,,
SCI-P7-T1-00516,T1,Musculo-Skeletal System,pivot_and_gliding,E,MCQ,null,null,Gliding joints are found in the wrist and ______?,Knee,Shoulder,Ankle,Neck,Option_C,"The other ""hinge-like"" flexible area.",Gliding joints are located in the wrist (hand) and ankle (foot).,,"[""P7"",""Science"",""Anatomy""]",,,,
SCI-P7-T1-00517,T1,Musculo-Skeletal System,pivot_and_gliding,M,MCQ,null,null,Why are gliding joints useful for the hand?,They make it strong,They allow for flexible wrist motion,They produce more marrow,They protect the brain,Option_B,Allows for complex hand positions.,The sliding carpals allow for the wrist's flexibility.,,"[""P7"",""Science"",""Functions""]",,,,
SCI-P7-T1-00518,T1,Musculo-Skeletal System,pivot_and_gliding,H,MCQ,null,null,A pivot joint is a type of ______ joint?,Synovial,Fixed,Fibrous,Rigid,Option_A,Because it has a capsule and fluid.,All movable joints (including pivot and gliding) are synovial joints.,,"[""P7"",""Science"",""Joints""]",,,,
SCI-P7-T1-00519,T1,Musculo-Skeletal System,pivot_and_gliding,E,MCQ,null,null,"Which joint would you use to shake your head to say ""no""?",Hip,Shoulder,Pivot joint in the neck,Hinge joint,Option_C,Neck rotation.,Shaking the head is a rotation made possible by the pivot joint.,,"[""P7"",""Science"",""Movement""]",,,,
SCI-P7-T1-00520,T1,Musculo-Skeletal System,pivot_and_gliding,M,MCQ,null,null,Bones of the tarsals and carpals are?,Long bones,Flat bones,Irregular bones,No bones,Option_B,Check the 'Gliding joints' section.,Gliding joints involve flat bones that slide over each other.,,"[""P7"",""Science"",""Bones""]",,,,
SCI-P7-T1-00521,T1,Musculo-Skeletal System,muscular_system_types,E,MCQ,null,null,What are muscles?,Hard tissues like stones,Elastic fibres or bundles of flesh,Layers of skin,Type of bone marrow,Option_B,They can stretch and contract.,Muscles are elastic substances or bundles of flesh found in the body that produce movement.,,"[""P7"",""Science"",""Muscles""]",,,,
SCI-P7-T1-00522,T1,Musculo-Skeletal System,muscular_system_types,E,MCQ,null,null,Which tissue connects muscles to bones?,Ligaments,Cartilage,Tendons,Nerves,Option_C,Think of 'MTB' (Muscle-Tendon-Bone).,Muscles are connected to bones by tough fibrous tissues called tendons.,,"[""P7"",""Science"",""Tendons""]",,,,
SCI-P7-T1-00523,T1,Musculo-Skeletal System,muscular_system_types,E,MCQ,null,null,How many main types of muscles are there in the human body?,Two,Three,Four,Five,Option_B,"One is voluntary, one is involuntary, and one is special for the heart.","There are three types: Voluntary (Skeletal), Involuntary (Smooth), and Cardiac muscles.",,"[""P7"",""Science"",""Muscle Types""]",,,,
SCI-P7-T1-00524,T1,Musculo-Skeletal System,muscular_system_types,M,MCQ,null,null,What is the main action performed by muscles?,They only relax,They only contract,They contract and relax,They turn into bone,Option_C,Think of how your bicep moves.,Muscles produce movement by contracting (shortening) and relaxing.,,"[""P7"",""Science"",""Muscle Action""]",,,,
SCI-P7-T1-00525,T1,Musculo-Skeletal System,muscular_system_types,E,MCQ,null,null,Which muscles are under our conscious control?,Involuntary muscles,Cardiac muscles,Voluntary muscles,Smooth muscles,Option_C,You can 'will' them to move.,Voluntary muscles are those whose movement can be controlled by our will.,,"[""P7"",""Science"",""Voluntary Muscles""]",,,,
SCI-P7-T1-00526,T1,Musculo-Skeletal System,muscular_system_types,M,MCQ,null,null,What is another name for voluntary muscles?,Smooth muscles,Skeletal muscles,Cardiac muscles,Internal muscles,Option_B,They are attached to the skeleton.,Voluntary muscles are also called skeletal muscles because they are attached to bones.,,"[""P7"",""Science"",""Skeletal Muscles""]",,,,
SCI-P7-T1-00527,T1,Musculo-Skeletal System,muscular_system_types,M,MCQ,null,null,Which of these is an example of a voluntary muscle?,Heart muscle,Stomach muscle,Biceps,Intestinal muscle,Option_C,You use it to lift objects.,The biceps in the arm are voluntary muscles that we control.,,"[""P7"",""Science"",""Biceps""]",,,,
SCI-P7-T1-00528,T1,Musculo-Skeletal System,muscular_system_types,H,MCQ,null,null,Which characteristic describes voluntary muscles?,They never get tired,They get tired quickly,They are not attached to bones,They work automatically,Option_B,Think of how your legs feel after a long race.,Voluntary muscles get tired quickly after heavy work or exercise.,,"[""P7"",""Science"",""Voluntary Muscles""]",,,,
SCI-P7-T1-00529,T1,Musculo-Skeletal System,muscular_system_types,E,MCQ,null,null,Which muscles work automatically without our control?,Voluntary muscles,Involuntary muscles,Skeletal muscles,Striped muscles,Option_B,You don't have to think about them.,Involuntary muscles move automatically and are not controlled by will.,,"[""P7"",""Science"",""Involuntary Muscles""]",,,,
SCI-P7-T1-00530,T1,Musculo-Skeletal System,muscular_system_types,M,MCQ,null,null,Involuntary muscles are also known as?,Skeletal muscles,Smooth muscles,Hard muscles,External muscles,Option_B,They have a smooth appearance.,Involuntary muscles are commonly called smooth muscles.,,"[""P7"",""Science"",""Smooth Muscles""]",,,,
SCI-P7-T1-00531,T1,Musculo-Skeletal System,muscular_system_types,M,MCQ,null,null,Where would you find involuntary (smooth) muscles?,Attached to the femur,In the walls of the stomach,In the biceps,In the calf,Option_B,Look for internal organs.,Involuntary muscles are found in the walls of internal organs like the stomach and intestines.,,"[""P7"",""Science"",""Smooth Muscles""]",,,,
SCI-P7-T1-00532,T1,Musculo-Skeletal System,muscular_system_types,H,MCQ,null,null,Which statement is true about involuntary muscles?,They get tired very easily,They work continuously without getting tired easily,They are attached to the skull,We can stop them whenever we want,Option_B,Think of your stomach digesting food.,Involuntary muscles work continuously and do not tire as quickly as skeletal muscles.,,"[""P7"",""Science"",""Involuntary Muscles""]",,,,
SCI-P7-T1-00533,T1,Musculo-Skeletal System,muscular_system_types,E,MCQ,null,null,Where is the cardiac muscle found?,In the lungs,In the brain,Only in the heart,In the legs,Option_C,'Cardiac' refers to the heart.,Cardiac muscle is unique and found only in the walls of the heart.,,"[""P7"",""Science"",""Cardiac Muscle""]",,,,
SCI-P7-T1-00534,T1,Musculo-Skeletal System,muscular_system_types,H,MCQ,null,null,What makes cardiac muscle special?,It only works when we are awake,It contracts rhythmically throughout life without getting tired,It is attached to the ribs,It is a voluntary muscle,Option_B,It must pump blood every second.,Cardiac muscles have the capacity to contract and relax rhythmically for a lifetime without tiring.,,"[""P7"",""Science"",""Cardiac Muscle""]",,,,
SCI-P7-T1-00535,T1,Musculo-Skeletal System,muscular_system_types,M,MCQ,null,null,When does the cardiac muscle stop working?,When we sleep,When we sit down,Only when the person is dead,After exercise,Option_C,It never takes a break.,The heart muscle only stops when life ends.,,"[""P7"",""Science"",""Cardiac Muscle""]",,,,
SCI-P7-T1-00536,T1,Musculo-Skeletal System,muscular_system_types,M,MCQ,null,null,Which of these is an involuntary muscle action?,Running,Blinking of the eye,Writing,Kicking a ball,Option_B,It happens without you thinking about it.,"The muscles of the eyelid help in blinking, which is an automatic/involuntary action.",,"[""P7"",""Science"",""Involuntary Action""]",,,,
SCI-P7-T1-00537,T1,Musculo-Skeletal System,muscular_system_types,H,MCQ,null,null,Which type of muscle combines structures of both voluntary and involuntary muscles?,Skeletal muscle,Smooth muscle,Cardiac muscle,None,Option_C,It is a very unique muscle type.,Cardiac muscle combines characteristics of both types to be strong yet automatic.,,"[""P7"",""Science"",""Cardiac Muscle""]",,,,
SCI-P7-T1-00538,T1,Musculo-Skeletal System,muscular_system_types,E,MCQ,null,null,The muscles used for walking are?,Cardiac,Involuntary,Voluntary,Smooth,Option_C,You choose to walk.,Walking involves skeletal (voluntary) muscles like those in the legs.,,"[""P7"",""Science"",""Movement""]",,,,
SCI-P7-T1-00539,T1,Musculo-Skeletal System,muscular_system_types,M,MCQ,null,null,Muscles in the walls of blood vessels are?,Voluntary,Involuntary,Cardiac,Skeletal,Option_B,They control blood flow automatically.,Blood vessels contain smooth (involuntary) muscles.,,"[""P7"",""Science"",""Smooth Muscles""]",,,,
SCI-P7-T1-00540,T1,Musculo-Skeletal System,muscular_system_types,H,MCQ,null,null,Why are skeletal muscles called 'striped' muscles in some books?,Because they are red,Because of their appearance under a microscope,Because they are found in zebras,Because they have bones,Option_B,It refers to their physical pattern.,Skeletal muscles have a striped or striated appearance under a microscope.,,"[""P7"",""Science"",""Skeletal Muscles""]",,,,
SCI-P7-T1-00541,T1,Musculo-Skeletal System,muscular_system_types,E,MCQ,null,null,The triceps are located in the ______?,Leg,Arm,Neck,Stomach,Option_B,They are at the back of the upper arm.,The triceps are voluntary muscles found in the arm.,,"[""P7"",""Science"",""Arm""]",,,,
SCI-P7-T1-00542,T1,Musculo-Skeletal System,muscular_system_types,M,MCQ,null,null,What happens when a muscle contracts?,It gets longer,It gets shorter and thicker,It stays the same,It turns into a tendon,Option_B,Think of your bicep bulging.,Contraction is the shortening of muscle fibres to pull on bones.,,"[""P7"",""Science"",""Muscle Action""]",,,,
SCI-P7-T1-00543,T1,Musculo-Skeletal System,muscular_system_types,H,MCQ,null,null,Which system of the body is moved by skeletal muscles?,Digestive system,Skeletal system,Nervous system,Excretory system,Option_B,Bones and muscles work together.,Skeletal muscles are attached to bones to move the skeletal system.,,"[""P7"",""Science"",""Functions""]",,,,
SCI-P7-T1-00544,T1,Musculo-Skeletal System,muscular_system_types,M,MCQ,null,null,The muscle in the uterus that helps in childbirth is?,Voluntary,Involuntary,Cardiac,Skeletal,Option_B,It works automatically during labor.,The uterus is made of smooth (involuntary) muscle.,,"[""P7"",""Science"",""Involuntary Muscles""]",,,,
SCI-P7-T1-00545,T1,Musculo-Skeletal System,muscular_system_types,E,MCQ,null,null,Which muscle is found in the calf of the leg?,Bicep,Cardiac,Calf muscle (Gastrocnemius),Tricep,Option_C,It's at the back of your lower leg.,The calf muscle is a skeletal muscle used for walking and standing.,,"[""P7"",""Science"",""Leg""]",,,,
SCI-P7-T1-00546,T1,Musculo-Skeletal System,muscular_system_types,H,MCQ,null,null,Involuntary muscles move food through the digestive tract by a process called?,Ossification,Peristalsis,Circulation,Respiration,Option_B,It's a wave-like motion.,Peristalsis is the automatic movement of food caused by involuntary muscles.,,"[""P7"",""Science"",""Functions""]",,,,
SCI-P7-T1-00547,T1,Musculo-Skeletal System,muscular_system_types,M,MCQ,null,null,Skeletal muscles form the ______ of the body?,Skin,Bulk,Brain,Skeleton,Option_B,They make up most of our body mass.,The majority of the body's flesh is made up of skeletal muscles.,,"[""P7"",""Science"",""Skeletal Muscles""]",,,,
SCI-P7-T1-00548,T1,Musculo-Skeletal System,muscular_system_types,E,MCQ,null,null,The heart is made of ______ muscle?,Smooth,Cardiac,Voluntary,Skeletal,Option_B,Special name for heart tissue.,The heart is composed entirely of cardiac muscle.,,"[""P7"",""Science"",""Cardiac Muscle""]",,,,
SCI-P7-T1-00549,T1,Musculo-Skeletal System,muscular_system_types,H,MCQ,null,null,Which muscle helps in the storage of oxygen in the body?,Skeletal muscle,Cardiac muscle,Brain muscle,None,Option_A,Check the functions of muscles list.,Muscles (specifically skeletal ones) help in the storage of oxygen.,,"[""P7"",""Science"",""Functions""]",,,,
SCI-P7-T1-00550,T1,Musculo-Skeletal System,muscular_system_types,M,MCQ,null,null,Muscles of the urinary bladder are?,Voluntary,Involuntary,Cardiac,Hard,Option_B,You can't control the wall of the bladder directly.,The bladder is lined with smooth (involuntary) muscle.,,"[""P7"",""Science"",""Involuntary Muscles""]",,,,
SCI-P7-T1-00551,T1,Musculo-Skeletal System,muscular_system_types,E,MCQ,null,null,Which muscle type is attached to the skeleton?,Cardiac,Smooth,Voluntary (Skeletal),Involuntary,Option_C,The name gives it away.,Skeletal muscles are those attached to the bones.,,"[""P7"",""Science"",""Skeletal Muscles""]",,,,
SCI-P7-T1-00552,T1,Musculo-Skeletal System,muscular_system_types,H,MCQ,null,null,How does the brain control voluntary muscles?,Through the blood,By sending nerve signals,By thinking only,It doesn't control them,Option_B,Signals travel through the nervous system.,The brain sends signals through nerves to tell voluntary muscles to move.,,"[""P7"",""Science"",""Control""]",,,,
SCI-P7-T1-00553,T1,Musculo-Skeletal System,muscular_system_types,M,MCQ,null,null,Which muscle types are found in the alimentary canal?,Cardiac,Smooth (Involuntary),Skeletal,Voluntary,Option_B,They push food down.,The walls of the alimentary canal (gut) are made of smooth muscle.,,"[""P7"",""Science"",""Smooth Muscles""]",,,,
SCI-P7-T1-00554,T1,Musculo-Skeletal System,muscular_system_types,E,MCQ,null,null,Which muscle type works while you are sleeping?,Involuntary and Cardiac,Only Voluntary,Only Skeletal,None,Option_A,Your heart and breathing continue.,Both involuntary and cardiac muscles work automatically even when we sleep.,,"[""P7"",""Science"",""Muscle Types""]",,,,
SCI-P7-T1-00555,T1,Musculo-Skeletal System,muscular_system_types,H,MCQ,null,null,Which muscles produce heat to maintain body temperature?,Smooth muscles,Cardiac muscles,Skeletal muscles,Skin muscles,Option_C,Movement produces warmth.,The contraction of skeletal muscles produces heat as a byproduct.,,"[""P7"",""Science"",""Functions""]",,,,
SCI-P7-T1-00556,T1,Musculo-Skeletal System,muscular_system_types,M,MCQ,null,null,Muscles are bundles of ______ substances?,Hard,Liquid,Elastic,Gaseous,Option_C,They can stretch.,Muscles are described as bundles of elastic substances.,,"[""P7"",""Science"",""Muscles""]",,,,
SCI-P7-T1-00557,T1,Musculo-Skeletal System,muscular_system_types,E,MCQ,null,null,"If you want to raise your hand, which muscle type do you use?",Involuntary,Voluntary,Cardiac,Smooth,Option_B,It's a conscious choice.,Raising your hand is a voluntary action.,,"[""P7"",""Science"",""Movement""]",,,,
SCI-P7-T1-00558,T1,Musculo-Skeletal System,muscular_system_types,H,MCQ,null,null,The rhythmic contraction of the heart is called?,A twitch,A heartbeat,Peristalsis,Ossification,Option_B,You can feel it in your chest.,A heartbeat is the rhythmic contraction and relaxation of the cardiac muscle.,,"[""P7"",""Science"",""Cardiac Muscle""]",,,,
SCI-P7-T1-00559,T1,Musculo-Skeletal System,muscular_system_types,M,MCQ,null,null,Which muscles are NOT attached to bones?,Skeletal muscles,Voluntary muscles,Involuntary (Smooth) muscles,Striped muscles,Option_C,They are in the walls of organs.,"Involuntary muscles are generally located on body organs, not attached to bones.",,"[""P7"",""Science"",""Smooth Muscles""]",,,,
SCI-P7-T1-00560,T1,Musculo-Skeletal System,muscular_system_types,E,MCQ,null,null,Which muscle is found in the upper arm?,Biceps,Cardiac,Stomach,Lung,Option_A,It's at the front of the arm.,The biceps is a well-known voluntary muscle of the arm.,,"[""P7"",""Science"",""Biceps""]",,,,
